model,scoring,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__max_depth,param_classifier__n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,preproc_scaled
Random Forest,f1_macro,0.32811665534973145,0.010462157018080587,0.09287317593892415,0.004273488312607166,,100,"{'classifier__max_depth': None, 'classifier__n_estimators': 100}",0.9118942731277533,0.9315673289183223,0.8984547461368654,0.9139721160609803,0.013597765945332838,1,0.9076359770861631,0.9422385620915033,0.8813948840927258,0.9104231410901308,0.024917390185617862,4,0.7481753137022256,0.7959864391951006,0.7087160979877516,0.7509592836283593,0.03568231102403535,1,0.7993724866321976,0.8478762471157908,0.7582149818991923,0.8018212385490603,0.03664498973959974,1,False
Random Forest,f1_macro,0.3991735776265462,0.018888396053368756,0.08748126029968262,0.010606773728651942,100,100,"{'classifier__max_depth': 100, 'classifier__n_estimators': 100}",0.9118942731277533,0.9315673289183223,0.8984547461368654,0.9139721160609803,0.013597765945332838,1,0.9076359770861631,0.9422385620915033,0.8813948840927258,0.9104231410901308,0.024917390185617862,4,0.7481753137022256,0.7959864391951006,0.7087160979877516,0.7509592836283593,0.03568231102403535,1,0.7993724866321976,0.8478762471157908,0.7582149818991923,0.8018212385490603,0.03664498973959974,1,False
Random Forest,f1_macro,1.7099018096923828,0.052032810957938457,0.15595602989196777,0.007627600595546514,10,500,"{'classifier__max_depth': 10, 'classifier__n_estimators': 500}",0.9118942731277533,0.9315673289183223,0.8940397350993378,0.9125004457151378,0.015326570792036153,5,0.9169601482854495,0.9517867271695972,0.8852434679334917,0.9179967811295128,0.02717605923333903,3,0.7426383345917377,0.7903543307086615,0.6891951006124234,0.7407292553042741,0.04132013953034102,6,0.7963029432878679,0.8456219425053593,0.7393055821983503,0.7937434893305259,0.04344118798753286,3,False
Random Forest,f1_macro,3.0483697255452475,0.07091673013270476,0.25690722465515137,0.010266412278396074,10,1000,"{'classifier__max_depth': 10, 'classifier__n_estimators': 1000}",0.9096916299559471,0.9315673289183223,0.8962472406181016,0.9125020664974569,0.014555664980784113,3,0.9053140096618357,0.9517867271695972,0.8994802018040056,0.9188603128784795,0.023403986798310825,1,0.7413259986337324,0.7903543307086615,0.6905074365704287,0.7407292553042742,0.040764507799586354,4,0.7927979072744475,0.8456219425053593,0.7425794049015222,0.7936664182271097,0.04207142238634768,4,False
Random Forest,f1_macro,4.253864129384358,0.05790680442944732,0.3255949815114339,0.00124208178444835,10,1500,"{'classifier__max_depth': 10, 'classifier__n_estimators': 1500}",0.9096916299559471,0.9315673289183223,0.8962472406181016,0.9125020664974569,0.014555664980784113,3,0.9053140096618357,0.9517867271695972,0.8994802018040056,0.9188603128784795,0.023403986798310825,1,0.7413259986337324,0.7903543307086615,0.6905074365704287,0.7407292553042742,0.040764507799586354,4,0.7927979072744475,0.8456219425053593,0.7425794049015222,0.7936664182271097,0.04207142238634768,4,False
Random Forest,f1_macro,0.4053674538930257,0.02304479751876299,0.09878929456075032,0.005183694723025146,10,100,"{'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.9096916299559471,0.9337748344370861,0.891832229580574,0.9117662313245357,0.017185720888115055,6,0.9053140096618357,0.9531840408979773,0.8718614718614719,0.910119840807095,0.033373263434690284,6,0.7413259986337324,0.7972987751531059,0.6878827646544182,0.7421691794804187,0.044672878079191,3,0.7927979072744475,0.8517023134002619,0.7360799001248439,0.7935267069331845,0.04720546560597138,6,False
Random Forest,f1_macro,4.376620769500732,0.08443146975490265,0.3136085669199626,0.04170924439979707,,1500,"{'classifier__max_depth': None, 'classifier__n_estimators': 1500}",0.9096916299559471,0.9315673289183223,0.891832229580574,0.9110303961516144,0.016249384625069717,7,0.9053140096618357,0.9517867271695972,0.8718614718614719,0.9096540695643016,0.0327733499354277,7,0.7413259986337324,0.7903543307086615,0.6878827646544182,0.7398543646656041,0.0418467819734835,7,0.7927979072744475,0.8456219425053593,0.7360799001248439,0.7914999166348835,0.044729768961315176,7,False
Random Forest,f1_macro,1.5267547766367595,0.03434336310251339,0.16328136126200357,0.013066870551860073,,500,"{'classifier__max_depth': None, 'classifier__n_estimators': 500}",0.9096916299559471,0.9315673289183223,0.891832229580574,0.9110303961516144,0.016249384625069717,7,0.9053140096618357,0.9517867271695972,0.8718614718614719,0.9096540695643016,0.0327733499354277,7,0.7413259986337324,0.7903543307086615,0.6878827646544182,0.7398543646656041,0.0418467819734835,7,0.7927979072744475,0.8456219425053593,0.7360799001248439,0.7914999166348835,0.044729768961315176,7,False
Random Forest,f1_macro,3.6803770065307617,0.020989459576150303,0.19575770696004233,0.007032866650966951,100,1500,"{'classifier__max_depth': 100, 'classifier__n_estimators': 1500}",0.9096916299559471,0.9315673289183223,0.891832229580574,0.9110303961516144,0.016249384625069717,7,0.9053140096618357,0.9517867271695972,0.8718614718614719,0.9096540695643016,0.0327733499354277,7,0.7413259986337324,0.7903543307086615,0.6878827646544182,0.7398543646656041,0.0418467819734835,7,0.7927979072744475,0.8456219425053593,0.7360799001248439,0.7914999166348835,0.044729768961315176,7,False
Random Forest,f1_macro,1.2127484480539958,0.02765357526281,0.1495844523111979,0.005032357197031988,100,500,"{'classifier__max_depth': 100, 'classifier__n_estimators': 500}",0.9096916299559471,0.9315673289183223,0.891832229580574,0.9110303961516144,0.016249384625069717,7,0.9053140096618357,0.9517867271695972,0.8718614718614719,0.9096540695643016,0.0327733499354277,7,0.7413259986337324,0.7903543307086615,0.6878827646544182,0.7398543646656041,0.0418467819734835,7,0.7927979072744475,0.8456219425053593,0.7360799001248439,0.7914999166348835,0.044729768961315176,7,False
